job_date,job_name,company_name,company_content,job_content,job_address,job_url,company_url
1/19,台北院區　資訊室／系統規劃課　程式設計師,台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,"月薪39,900~42,000元員工4300人距捷運雙連站約210公尺","
工作內容
  1.負責院內軟體程式開發、手機平板等行動ＡＰＰ開發。
  2.負責院內應用程式開發／維運。
  3.現有程式碼重構優化。
  4.課內相關業務。",台北市中山區經歷不拘大學,https://www.104.com.tw/job/6xv3b?jobsource=2018indexpoc,https://www.104.com.tw/company/1ua0thv?jobsource=2018indexpoc
1/18,【實習生】助理程式設計師(21032901A),叡揚資訊股份有限公司,時薪176~190元員工700人距捷運中山國小站約490公尺,"網頁應用系統全端開發與測試
團隊合作與成員一同完成團隊目標
遵循品質與資安指標寫完程式也寫好程式

提供基礎技能培訓課程(資料庫、網頁前後端、架構設計、程式碼品質…)
結訓後加入團隊參與實際專案/產品開發

不用擔心你不會、只要你邏輯好、有學習能力跟意願、歡迎加入我們的行列

需長期配合、寒假或暑假期間每周五天、開學後每周三天",台北市中山區經歷不拘大學,https://www.104.com.tw/job/6xxpq?jobsource=2018indexpoc,https://www.104.com.tw/company/aavnrjk?jobsource=2018indexpoc
1/18,風險管理人員(風險管理處),永豐金證券股份有限公司,待遇面議員工2300人,"1.執行金融資產評價作業及協助評價模型開發驗證
2.執行風險評估，並定期監控曝險概況
3.定期分析風險衡量結果及製作風險管理報告
4.風險相關專案規劃暨執行",台北市中正區經歷不拘碩士,https://www.104.com.tw/job/6y1hu?jobsource=2018indexpoc,https://www.104.com.tw/company/am935lk?jobsource=2018indexpoc
1/18,2022 Turing Plan 儲備AI科學家 - 百萬年薪 熱烈開放申請中！,永豐商業銀行股份有限公司,待遇面議,"【你的薪資你決定，百萬Turing就是你】

Alan Mathison Turing
被稱為AI之父，本專案特命Turing Plan，矢志尋找最頂尖的人工智慧技術菁英加入。
計畫共計二年，不預設組別，以AI技術研究開發、AI專案管理為兩大核心主軸；
早鳥申請開跑，先申請先面談!!! 你還等什麼呢?
歡迎欲投入金融科技領域的AI人才至永豐Turing Plan招募網瀏覽：
http://www.sinopac.com/turingplan/ 

【3大特色 only for you ! 】

技術為王，培養頂尖金融AI專家
高薪打造S級人才團隊；
人才為先， 打造多元活絡的職涯發展，
讓AI人才能一展專才；
轉型為要，乘風破浪、引領最新金融科技，
開拓多元歷練，快速提高視野格局。

【工作內容】
(1.)	AI 應用開發
(2.)	AI 技術概念可行性評估與驗證
(3.)	AI 技術相關論文應用探討及使用評估
(4.)	軟體工程之評估與規劃
(5.)	資料模型之建立與分析
(6.)	AI 開發專案管理與流程控管
",台北市中山區經歷不拘碩士,https://www.104.com.tw/job/6x0q4?jobsource=2018indexpoc,https://www.104.com.tw/company/13qu7sqo?jobsource=2018indexpoc
1/18,數據應用部-數據分析應用人員,永豐商業銀行股份有限公司,待遇面議距捷運松江南京站約450公尺,"1.運用內外部資料庫進行各類業務分析，提供數據做為決策支援
2.依專案需要進行模型建置及維護
3.主動分析資料，找出潛在潛在商機",台北市中山區經歷不拘碩士,https://www.104.com.tw/job/6wnct?jobsource=2018indexpoc,https://www.104.com.tw/company/13qu7sqo?jobsource=2018indexpoc
1/03,數據管理人員 (圖像/影像資料),立達信光電集團_立信電子科技有限公司,時薪190元以上,"數據準備與發配
1.收集具有目標物的影片(或圖片)
2.篩選出影片中具特定主題的圖片
3.依固定圖片數量批次壓縮成圖片包
4.將圖片包分配給工讀生
 
數據回收／進度管理／有效資料統計
1.當周追蹤工讀生標註進度
2.抽驗檢查標註結果
3抽驗不合標準之圖片退回重標
4.統計&彙整 有效可用之圖片數量",台北市中山區經歷不拘大學,https://www.104.com.tw/job/6wxz7?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bk127?jobsource=2018indexpoc
1/10,MyGo - Proptech/Fintech 資深Python工程師/資料科學家,MyGo商學苑_平安房屋仲介股份有限公司,待遇面議員工100人距捷運松江南京站約290公尺,"我們是由一群具有熱誠、豐富產業經驗、有想法的夥伴，所共同組成的高戰鬥力不動產科技（Proptech）平台開發團隊，正在積極地找尋有熱情、有想法的專業人才。只要您是高手或好手，您~ 就是我們需要的合作夥伴，誠摯地邀請您的加入。( 此職務內容會針對房地產數據做大數據分析及推測 )

我們目前要建置一個不動產新創平台，供專業經紀人與客戶在平台上進行交易使用，針對土地與房屋資料做商業分析(BI)，資料庫進行ETL轉換成有用的資訊提供給平台上專業經紀人開發業務使用。同時，我們會進行房地產數據分析與視覺化，供上面的專業經紀人與客戶未來作為評估交易的相關資訊。",台北市中山區經歷不拘專科,https://www.104.com.tw/job/6yjxf?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bkcyc?jobsource=2018indexpoc
1/18,Front-End Developer(系統開發一部),永豐金證券股份有限公司,待遇面議員工2300人距捷運北門站約380公尺," technical projects from beginning to end
- Familiar with Nginx, Python or Node.js
",台北市中正區經歷不拘專科,https://www.104.com.tw/job/6wilv?jobsource=2018indexpoc,https://www.104.com.tw/company/am935lk?jobsource=2018indexpoc
1/19,網頁前端工程師,鑒真數位有限公司,"月薪40,000~45,000元員工25人距捷運行天宮站約230公尺","本公司目前使用以下技術開發網頁 PHP/Python/RWD/HTML/CSS/Javascript/JQuery並串接RESTful API。
1、主要與PM，UI設計師，後端工程師合作，負責專案網頁前端開發，包括響應式網站RWD，切版/套版，",台北市中山區經歷不拘專科,https://www.104.com.tw/job/6h6dg?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bial0?jobsource=2018indexpoc
1/13,全端工程師,興創知能股份有限公司,"月薪55,000~90,000元員工28人距捷運公館站約470公尺","HTML5等Web前端開發技術，並熟悉任一前端框架(我們使用Vue.js/Quasar)。
3. 熟悉任一後端開發語言(我們使用Python/Flask/Fastapi)，並熟悉任一資料庫SQL語法(我們使用PostgreSQL)，並能依需求建立後",台北市中正區經歷不拘大學,https://www.104.com.tw/job/6gyzz?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bkhkb?jobsource=2018indexpoc
10/14,Graphic Programmer,掌中乾坤網路科技股份有限公司,待遇面議員工150人,"- 研發專案相關的遊戲製作技術，解決團隊製作過程中遇到的任何技術問題（以3D圖形技術為主，另外還有還有AI尋路及物理…等）
- 跨平台插件或函式庫開發與整合（比方AI尋路函式庫）
- 編寫相關的工具或腳本，處理團隊量產資料的問題
- 協助專案導入並培訓相關人員運用這些技術",台北市中山區經歷不拘學歷不拘,https://www.104.com.tw/job/5vuhh?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bixil?jobsource=2018indexpoc
1/24,後端工程師 Backend Engineer,塞席爾商悠福科技股份有限公司,待遇面議員工60人距捷運松江南京站約320公尺," experience with at least one modern language such as Java, C++, or Python. (We use Golang, node.js.)
2.Bachelor's Degree in",台北市中山區經歷不拘大學,https://www.104.com.tw/job/5vv2u?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bk0hw?jobsource=2018indexpoc
1/13,兼職遊戲測試人員,SIGONO_信革數位有限公司,時薪220元以上員工20人距捷運中山站約260公尺,"驗者 (例如：Steam, PS, Xbox, Switch, AppStore, GooglePlay 等等)
2. 曾有一年以上已上架遊戲測試經驗者
3. 會使用 Python, Golang, Typescript 或 Javascript",台北市中山區經歷不拘學歷不拘,https://www.104.com.tw/job/5xhf4?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bjizw?jobsource=2018indexpoc
1/16,【台北公司】AI 軟體工程師,長春人造樹脂廠股份有限公司,"月薪53,000元以上員工4000人距捷運行天宮站約170公尺"," 1. AI 技術與應用研究、設計、開發
 2. 軟體工程與CI/CD 開發經驗
 3. 系統整合與大數據分析
 4. 歡迎資管、資工、統計、化工、數學等科系相關背景",台北市中山區經歷不拘大學,https://www.104.com.tw/job/5xm4u?jobsource=2018indexpoc,https://www.104.com.tw/company/58a5sww?jobsource=2018indexpoc
1/09,維運工程師,掘夢網股份有限公司,"月薪28,000~45,000元員工40人","1.伺服器及網路設備設定、管理、維護
2.規劃網路管理、系統架構與維護
3.規劃建置資訊系統安全機制。 
4. 完成主管交辦事項。",台北市中山區經歷不拘專科,https://www.104.com.tw/job/60n99?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bkal7?jobsource=2018indexpoc
11/23,元大證券-《研發替代役》金融科技研發人員,元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),"月薪35,000~45,000元上市上櫃員工14000人距捷運松江南京站約190公尺", ,台北市中山區經歷不拘碩士,https://www.104.com.tw/job/5u9qy?jobsource=2018indexpoc,https://www.104.com.tw/company/wiuk154?jobsource=2018indexpoc
1/23,嵌入式多媒體軟體開發工程師(大直),瑞昱半導體股份有限公司,待遇面議上市上櫃員工4600人距捷運劍南路站約300公尺," makefile. 具python/Java開發經驗
3. 熟悉webkit/web app framework 者尤佳
4. 具多媒體軟體開發經驗

(MD17A0020)",台北市中山區經歷不拘碩士,https://www.104.com.tw/job/5udlk?jobsource=2018indexpoc,https://www.104.com.tw/company/aexwm9k?jobsource=2018indexpoc
11/08,資料分析工程師,上頂醫學影像科技股份有限公司,待遇面議員工10人距捷運雙連站約320公尺,"【工作內容】分析醫學影像資料
【工作範圍】
• 分析或處理磁振影像(MRI)資料
• 使用人工智慧或機器學習軟體進行資料探勘
• 撰寫技術相關文件
• 分析並解決使用者之問題與需求",台北市中山區經歷不拘碩士,https://www.104.com.tw/job/68kiw?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bki7r?jobsource=2018indexpoc
1/17,助理工程師,芯華電腦有限公司,"月薪30,000~38,000元員工20人距捷運善導寺站約20公尺","1. 協助 焊接/測試/設計 PCB。
2. 職校/專科/大學 限電子/電機 相關科系。
3. 熟悉C/Python 程式語言更佳",台北市中正區經歷不拘高中,https://www.104.com.tw/job/6c3e9?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bk0pq?jobsource=2018indexpoc
1/23,Senior Software Algorithm Engineer (Audio) 高級演算法工程師(音頻語音聲學),台灣萬和科技有限公司,"年薪2,000,000~2,400,000元員工20人距捷運南京復興站約230公尺"," capability in Python, MATLAB, and machine learning tools
- 5+ years of development experience related to audio/speech",台北市中山區經歷不拘大學,https://www.104.com.tw/job/6b613?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bk9fb?jobsource=2018indexpoc
1/19,資安鑑識工程師,鑒真數位有限公司,"月薪46,000~66,000元員工25人距捷運行天宮站約230公尺","1.協助公司資安事件鑑識調查。
2.客戶端資安鑑識產品佈建規劃及技術支援
3.負責惡意程式分析及文件撰寫。
4.資安滲透及相關演練",台北市中山區經歷不拘專科,https://www.104.com.tw/job/68ud0?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bial0?jobsource=2018indexpoc
1/16,資安檢測工程師（紅隊）,中華資安國際股份有限公司,待遇面議,"修補知識。
(4)對於新技術有研究熱忱，深入探討駭客技術且想當個好人。
(5)具有IoT背景、Waf調校、網頁程式、Python或行動APP開發經驗尤佳。 
(6)具備GWAPT、GPEN、ECSA、LPT、OSCP等證照者尤佳。
",台北市中正區經歷不拘大學,https://www.104.com.tw/job/64myq?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bkbsb?jobsource=2018indexpoc
1/26,誠徵【Ruby on Rails 網站後端工程師】(有貓可吸),四點設計有限公司,"月薪40,000~60,000元員工10人距捷運忠孝新生站約140公尺"," Rails 框架應用
* 或不排斥 Ruby on Rails，且本身已經有其他程式語言 (PHP/Python/Node.js/Go)開發網站後台的經驗，我們可以帶您入門 Ruby on Rails
* 若您對與 Rails 框架相近，但效能可能有",台北市中正區經歷不拘高中,https://www.104.com.tw/job/4c8ni?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6biwtx?jobsource=2018indexpoc
1/25,《台北中山》資料工程師,敦謙國際智能科技股份有限公司,"月薪42,000~90,000元員工800人遠端工作距捷運行天宮站約40公尺","，建立銷售量、住宿率預測模型，為旅宿決策的制定提供參考。


職務需求條件

需求條件
• 至少熟練掌握 Python / Java / R 其中一種語言，良好的編碼風格及編碼能力。
• 熟悉 HTTP 傳輸協議，掌握網頁抓取原理及技術，能類比瀏覽",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7b120?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bjd14?jobsource=2018indexpoc
1/26,資深Python工程師,米約科技有限公司,待遇面議員工25人距捷運松江南京站約430公尺,"工作內容
1. 系統開發與維護
2. 監控資料庫效能，適時針對 SQL語法效能優化
3. 產品需求評估，參與專案執行
4. 第三方API整合、API開發
5. 規劃執行數據備援、修補計畫
6. 開發文件落實",台北市中山區經歷不拘學歷不拘,https://www.104.com.tw/job/7469r?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bl97m?jobsource=2018indexpoc
1/22,DevOps 工程師,米約科技有限公司,待遇面議員工25人距捷運行天宮站約330公尺,"1. 伺服器日常監控維護
2. 基礎服務安裝維護配置
3. 應用容器化建置
4. 容器調度管理
5. 自動化工具腳本撰寫
6. 與開發工程師協同溝通完善 CI/CD 流程",台北市中山區經歷不拘學歷不拘,https://www.104.com.tw/job/6zey1?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bl97m?jobsource=2018indexpoc
1/26,Python工程師,米約科技有限公司,待遇面議員工25人距捷運松江南京站約430公尺,"1.熟悉數據結構和演算法
2.熟悉 Python 編程語言， 有大型項目架構經驗優先
3.熟悉至少一種關係型數據庫 MySQL， PostgreSQL
4.熟悉至少一樣web框架， tornado/sanic/flask/Django, 並能掌握",台北市中山區經歷不拘學歷不拘,https://www.104.com.tw/job/6zey2?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bl97m?jobsource=2018indexpoc
12/26,【製程工程】系統分析工程師(SA),日月光半導體製造股份有限公司中壢分公司,待遇面議上市上櫃員工11000人,"1.設計MES/EAP系統架構邏輯, 撰寫開發文件 (不需要Coding)
2.手動驗證IT開發的程式
3.協助建立與優化生產管理系統。
4.了解單位需求，撰寫系統規格書。
5.專案執行與跨部門溝通。
6.主管交辦事項。",桃園市中壢區經歷不拘大學,https://www.104.com.tw/job/7n0ll?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bj87f?jobsource=2018indexpoc
1/12,PHP Laravel 網頁後端工程師（可年後報到）,一踢科技系統整合有限公司,"月薪50,000~70,000元遠端工作距捷運雙連站約330公尺","=YITI 的願景是『一』起創造更溫暖的科技島，『踢』開那些資訊落差和藩籬=

讓科技和人的連結變得容易，為各行各業插上科技的翅膀，是我們努力的目標。

我們相信：如果能夠透過我們的一點點努力，讓世界更美好，那就太棒了！


我們正在找這樣一起努力的你 ：）


查看更多請到這邊：立即前往YITI TECH一踢科技官網  https://reurl.cc/8o9Xx7

----

主要工作內容：

1.程式開發及維護公司產品美髮產業SaaS平台

2.負責系統開發、前後端程式撰寫及維護

3.前後端及相關API 開發與串接



",台北市中山區經歷不拘學歷不拘,https://www.104.com.tw/job/7nc9m?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bm2uk?jobsource=2018indexpoc
1/17,UNITY、c#軟體工程師(台北),萊泀股份有限公司,"月薪35,000~70,000元遠端工作","1.負責使用UNITY開發、c#程式設計
2.規劃執行軟體架構及模組之設計，並控管軟體設計進度。
3. 配合專案進行軟體之測試與修改。
4.解決開發過程中出現的技術問題。
5.協助研發軟體新技術與新工具。
6.須接受出差
7.串接硬體",台北市中正區經歷不拘學歷不拘,https://www.104.com.tw/job/7n0o4?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6blg3t?jobsource=2018indexpoc
1/19,(歡迎應屆畢業生)自動化測試開發工程師 Software Development Engineer in Test (SDET),巴旺塞柏德克有限公司,待遇面議員工26人遠端工作距捷運劍南路站約190公尺," script language (Shell script, Python, Javascript)
- Familiar with GIT
- Good english communication skill in writing and",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7n184?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bkauj?jobsource=2018indexpoc
1/16,系統品質測試工讀,中華資安國際股份有限公司,時薪180~250元,"1.資訊安全相關文書作業內容包括，文件整理及庶務等
2.工單告警測試系統，包括整理告警統計、訊息通知、分析基礎案例等
3.檢測系統功能，並針對檢測項目提供回饋意見。
",台北市中正區經歷不拘大學,https://www.104.com.tw/job/7n1pn?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bkbsb?jobsource=2018indexpoc
1/18,線上事業部-Px Pay技術組-雲端架構師  Cloud Architect,全聯福利中心_全聯實業股份有限公司,待遇面議員工23000人距捷運劍南路站約490公尺,"K8S觀念與工具導入能力。 
3.熟悉Shell Scrip /Python 或其他腳本語言。 
4熟悉Prometheus、ELK、Grafana等監控開源工具
5有自我學習能力，快速吸收新知識。 
6精通Unix、Linux、windows作業系統",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7mj3z?jobsource=2018indexpoc,https://www.104.com.tw/company/7ouuvu8?jobsource=2018indexpoc
1/17,資料工程師,美商宇心生醫股份有限公司台灣分公司,"月薪45,000~75,000元距捷運大安森林公園站約400公尺","相關
* 語文條件 不拘
* 擅長工具 Python、Git

【加分條件】
* 統計分析能力


【薪資範圍】NTD $45000 ~ $75000, 以上面議",台北市中正區經歷不拘大學,https://www.104.com.tw/job/7mkef?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bjbvp?jobsource=2018indexpoc
1/03,研發演算法工程師,立達信光電集團_立信電子科技有限公司,待遇面議,"【技術開發】
1. 深度學習、機器學習相關開發與應用
2. 影像處理算法開發
3. 資料處理與AI驗証
4. 技術文件撰寫
5. 其他主管交辦事項

【項目管理】
1. 研發項目開發時程管控
2. 推動項目之技術測試、管理及問題追蹤
3. 技術資料庫維護管理
",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7mf4b?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bk127?jobsource=2018indexpoc
12/22,Automation Testing Developer(遠端上班可議),美商安邁科技股份有限公司台灣分公司,待遇面議外商公司員工620人遠端工作距捷運行天宮站約500公尺,"1.       Automate manual test cases
2.       Maintain automation testing environment
3.       Research BMC related Windows and Linux server service
4.       Improve AMI automation framework
5.    Improve Web UI functions

",台北市中山區經歷不拘專科,https://www.104.com.tw/job/7m8j2?jobsource=2018indexpoc,https://www.104.com.tw/company/18jpzi54?jobsource=2018indexpoc
1/17,資訊部-JAVA程式開發人員,兆豐產物保險股份有限公司,"月薪30,000~55,000元員工700人距捷運西門站約340公尺","1. 業務流程分析
2. 資料庫設計及應用
3. 程式開發及維護",台北市中正區經歷不拘專科,https://www.104.com.tw/job/7mt1j?jobsource=2018indexpoc,https://www.104.com.tw/company/1f3u2p4?jobsource=2018indexpoc
1/24,遊戲程式設計老師 (台北市中正區),臺北市私立何氏語文短期補習班,"時薪500~1,500元員工150人","
以活潑富有樂趣的方式教導pixelpad.io課程平台上的指定單元
（本公司有提供中/英文版所有教學步驟）

以活潑富有樂趣的方式教導智高免插電機器人課程
（本公司有提供中文教學課程）

參與課程規劃，執行，和教導有樂趣以及簡單的課程活動

鼓勵學生運用編碼基礎來發揮創意和獨立思考能力

提供並確保學生的學習環境充滿創意，互動，和富有參與元素

確保每個學生的安全和防範任何肢體或是言語傷害

提供需要協助的學生專一的支援和注意力

歡迎學生以及學生的家長或是監護人

向負責人回報溝通上課情況和突發狀況

運用公司提供的app來分享課堂的照片影片

!公司會提供老師隨身攝影設備，老師需要在授課時配帶紀錄上課過程。
課後需要充電維護和上傳自己的教學影片到youtube並且提供影片聯結給公司的師資品質管理平台做品管紀錄。

老師需要依照公司格式紀錄上課有哪些優良示範和須要改善的行為。
",台北市中正區經歷不拘大學,https://www.104.com.tw/job/7mi6a?jobsource=2018indexpoc,https://www.104.com.tw/company/fuqg2g?jobsource=2018indexpoc
1/16,Python 後端工程師 Backend Engineer - Python,普匯金融科技股份有限公司,待遇面議員工30人距捷運松江南京站約90公尺,"開發最真實的金融服務系統，更有機會走在台灣金融科技的前緣，在系統科技的專業技術之外，增加金融相關領域專業，提升金融科法知識。邀請您一起加入開創年輕化的移動金融服務，共同邁向國際舞台，創立AI金融科技獨角獸！

【工作內容】
1. Python 監控",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7nhms?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bkhzg?jobsource=2018indexpoc
1/13,後端工程師,興創知能股份有限公司,"月薪48,000~80,000元員工28人距捷運公館站約470公尺","悉Python程式開發(Sanic/Flask/Django為佳)，或熟悉其它後端語言亦歡迎。
2. 熟悉後端Restful API架構及Swagger或ReDoc整理說明/測試文件。
3. 熟悉任一主流關聯式資料庫(PostgreSQL為佳)或時",台北市中正區經歷不拘大學,https://www.104.com.tw/job/7nion?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bkhkb?jobsource=2018indexpoc
1/17,測試資深工程師_能源基礎設施暨工業解決方案事業群(中壢),台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,"月薪45,000~65,000元上市上櫃員工87000人"," /Python
3. 熟悉Chroma 8000 編程
4. 熟悉Modbus TCP/IP ;CAN Bus ;RS-485通訊架構
",桃園市中壢區經歷不拘大學,https://www.104.com.tw/job/7nj2z?jobsource=2018indexpoc,https://www.104.com.tw/company/fn5mtmo?jobsource=2018indexpoc
1/17,AI工程師(台北),萊泀股份有限公司,待遇面議,"1.資料處理與模型建立（訊號處理、影像處理、資料庫語法、資料庫規劃、機器學習、深度學習、NLP、NLU、技術文件撰寫、等）
2.AI技術研發
3.模型與系統優化與最佳化
4. 其它主管交辦事項。",台北市中正區經歷不拘學歷不拘,https://www.104.com.tw/job/7nkbr?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6blg3t?jobsource=2018indexpoc
1/17,自動化控制工程師,CHPT_中華精測科技股份有限公司,待遇面議員工1200人,"1.自動化設備及其上下料系統之機電整合、PC base控制、通訊與人機介面評估及設計開發
2.物流倉儲及無人搬運車(AGV) 機電整合、PC base控制及管理系統開發
3.整合濕製程設備PLC base控制及機電系統
4.設備測試及教育訓練
",桃園市平鎮區經歷不拘大學,https://www.104.com.tw/job/77hn3?jobsource=2018indexpoc,https://www.104.com.tw/company/ct2ibfs?jobsource=2018indexpoc
1/13,軟體系統工程師(歡迎應屆畢業生),南訊企業股份有限公司,"年薪420,000~1,050,000元員工50人距捷運台電大樓站約150公尺","1. 具備程式開發能力
2. 流程機器人(RPA)流程開發
3. 需求文件製作 
4. 系統架構維運",台北市中正區經歷不拘大學,https://www.104.com.tw/job/3vez2?jobsource=2018indexpoc,https://www.104.com.tw/company/5ot9kbc?jobsource=2018indexpoc
1/18,軟體工程師,中華數位科技股份有限公司,"月薪36,000~99,000元員工110人距捷運松江南京站約500公尺","我們尋找的是網際網路資安產品工程師，擔任軟體工程師的你將面對無數的網路服務系統開發技術的挑戰，例如演算法調整、資料結構的設計、因應網路架構的程式撰寫、效能優化、安全考量等各種層面的難題。如果你熱愛資訊技術，我們歡迎你一同加入中華數位的技術團隊，提供顧客最優質的網路服務及美好的軟體體驗。 

1. 負責軟體設計及程式撰寫。
2. 進行軟體之測試與修改。
3. 規劃、執行與維護量產的產品。
4. 協助研發軟體新技術與新工具。
",台北市中山區經歷不拘高中,https://www.104.com.tw/job/azkm?jobsource=2018indexpoc,https://www.104.com.tw/company/5sfe328?jobsource=2018indexpoc
1/19,自動化軟體開發工程師,精材科技股份有限公司,待遇面議員工1600人,"1.影像處理/缺陷檢測/量測軟體應用開發及維護
2.機器學習模型開發及維護
3.機電應用整合及軟體開發
4.自動化on-call值班",桃園市中壢區經歷不拘大學,https://www.104.com.tw/job/36sw7?jobsource=2018indexpoc,https://www.104.com.tw/company/7ovnv1s?jobsource=2018indexpoc
1/17,DA 遊戲數據分析師,神來也麻將_慧邦科技股份有限公司,待遇面議員工250人距捷運古亭站約50公尺,"1.使用遊戲數據庫進行診斷和探索分析
2.問卷設計、市場調查與焦點團體訪談
3.根據營運需求建構預測模型
4.改善數據偵測流程以降低資料侷限並提高使用效率

★想要更加了解慧邦科技嗎？歡迎到gamesofa careers看看！
https://www.facebook.com/GamesofaCareers/",台北市中正區經歷不拘大學,https://www.104.com.tw/job/48wpc?jobsource=2018indexpoc,https://www.104.com.tw/company/cr7ury8?jobsource=2018indexpoc
1/16,"軟體研發工程師 (Backend Engineer, PHP)",中華資安國際股份有限公司,待遇面議,"RDMS)，例如：PostgreSQL或是Mysql資料庫

加分項：
1. 熟悉Linux系統之基本操作
2. 熟悉其他Scripting/Programming 語言，例如： Bash Shell script, Python, Perl...等
3",台北市中正區經歷不拘學歷不拘,https://www.104.com.tw/job/7adje?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bkbsb?jobsource=2018indexpoc
1/18,Golang 工程師  (部分遠距),莫比無限科技股份有限公司,"月薪60,000元以上員工13人遠端工作距捷運行天宮站約370公尺","
3. 減碳比賽遊戲的開發
4. 會員CMS平台的開發
5. 與第三方支付串連的開發
6. 區塊鏈錢包開發

Paradromix是一家區塊鏈底層鏈公司。我們的底層技術運用Golang，Node.js, Python。我們的前端技術用 Vue.js，",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7ancd?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6blmlj?jobsource=2018indexpoc
1/13,AI 影像辨識應用開發工程師,科智企業股份有限公司,待遇面議員工18人距捷運松江南京站約70公尺,"歡迎對影像辨識技術應用有興趣的人才加入
1.開發深度學習影像辨識相關應用(物件偵測、行為偵測)解決方案
2.與團隊配合將影像辨識相關應用方案工具化
3.深度學習相關技術學習及研究
",台北市中山區經歷不拘大學,https://www.104.com.tw/job/79rl5?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bj1aq?jobsource=2018indexpoc
1/16,【茂林光電  轉職優質首選】電腦視覺AI工程師,茂林光電科技股份有限公司,待遇面議上市上櫃員工2000人,"1.電腦視覺技術應用與開發
2.深度學習相關演算法開發及最佳化
3.部署及維護深度學習開發環境
4.部署及維護深度學習執行環境
5.深度學習模型開發、訓練、導入及維護",桃園市中壢區經歷不拘大學,https://www.104.com.tw/job/75nbv?jobsource=2018indexpoc,https://www.104.com.tw/company/wiqayc8?jobsource=2018indexpoc
1/26,Backend Software Engineer 後端軟體工程師,湛研科技股份有限公司,"月薪50,000元以上","(無經驗可)
1. 主要負責後端軟體設計與撰寫
2. 測試與部署軟體至雲端
3. 維運既有的軟體
4. 協助自動化軟體開發流程
5. 協助運用新技術精進多媒體與電腦視覺應用

A backend software engineer is responsible for developing new features and maintaining existing backend applications and services. He/She will work closely with senior software engineers in agile environment to design, implement, test, and deploy services that interacts with customer facing web and mobile apps. He/She will participate in automation that facilitates software development processes. He/She will also contribute to build and evolve the code by applying the latest technologies that power computer vision and multimedia processing and delivery applications. ",台北市中正區經歷不拘大學,https://www.104.com.tw/job/75gb4?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bket6?jobsource=2018indexpoc
1/03,高级影像演算法工程師,立達信光電集團_立信電子科技有限公司,待遇面議,"1.深度學習開發與應用(物件偵測、行為偵測)
2.機器學習相關應用
3.Opencv、Dlib影像處理算法開發
4.輕量級深度學習算法並嵌入各系統平台
5.資料處理與AI驗証",台北市中山區經歷不拘大學,https://www.104.com.tw/job/79moh?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bk127?jobsource=2018indexpoc
